Timestamp,CPU_Temp,CPU_Temp2,GPU_Temp
2025-05-03 19:43:00,95.0,96.0,43
2025-05-03 19:43:05,75.0,75.0,45
2025-05-03 19:43:11,78.0,78.0,46
2025-05-03 19:43:16,79.0,79.0,47
2025-05-03 19:43:21,82.0,83.0,47
2025-05-03 19:43:26,83.0,83.0,48
2025-05-03 19:43:32,79.0,81.0,49
2025-05-03 19:43:37,82.0,81.0,50
2025-05-03 19:43:42,82.0,82.0,50
2025-05-03 19:43:47,84.0,86.0,51
2025-05-03 19:43:53,83.0,84.0,51
2025-05-03 19:43:58,84.0,83.0,52
2025-05-03 19:44:03,84.0,86.0,52
2025-05-03 19:44:08,86.0,87.0,53
2025-05-03 19:44:14,89.0,87.0,53
2025-05-03 19:44:19,88.0,86.0,53
2025-05-03 19:44:24,86.0,83.0,54
2025-05-03 19:44:29,86.0,86.0,54
2025-05-03 19:44:35,86.0,86.0,54
2025-05-03 19:44:40,86.0,84.0,54
2025-05-03 19:44:45,89.0,89.0,55
2025-05-03 19:44:50,89.0,89.0,55
2025-05-03 19:44:56,86.0,88.0,55
2025-05-03 19:45:01,87.0,89.0,55
2025-05-03 19:45:06,88.0,88.0,55
2025-05-03 19:45:12,89.0,88.0,56
2025-05-03 19:45:17,89.0,89.0,56
2025-05-03 19:45:22,89.0,89.0,56
2025-05-03 19:45:27,87.0,88.0,56
2025-05-03 19:45:32,89.0,89.0,56
2025-05-03 19:45:38,91.0,89.0,57
2025-05-03 19:45:43,88.0,89.0,57
2025-05-03 19:45:48,92.0,91.0,57
2025-05-03 19:45:54,91.0,91.0,57
2025-05-03 19:45:59,91.0,91.0,57
2025-05-03 19:46:04,89.0,91.0,57
2025-05-03 19:46:09,89.0,89.0,57
2025-05-03 19:46:15,89.0,91.0,57
2025-05-03 19:46:20,91.0,89.0,58
2025-05-03 19:46:25,91.0,91.0,58
2025-05-03 19:46:30,91.0,93.0,58
2025-05-03 19:46:36,92.0,89.0,58
2025-05-03 19:46:41,91.0,91.0,58
2025-05-03 19:46:46,91.0,91.0,58
2025-05-03 19:46:51,91.0,93.0,58
2025-05-03 19:46:56,89.0,91.0,58
2025-05-03 19:47:02,93.0,92.0,58
2025-05-03 19:47:07,92.0,92.0,58
2025-05-03 19:47:12,91.0,91.0,58
2025-05-03 19:47:18,92.0,91.0,59
2025-05-03 19:47:23,92.0,92.0,59
2025-05-03 19:47:28,89.0,93.0,59
2025-05-03 19:47:33,93.0,92.0,59
2025-05-03 19:47:39,91.0,92.0,59
2025-05-03 19:47:44,89.0,91.0,59
2025-05-03 19:47:49,92.0,92.0,59
2025-05-03 19:47:54,91.0,92.0,59
2025-05-03 19:48:00,92.0,92.0,59
2025-05-03 19:48:05,91.0,91.0,59
2025-05-03 19:48:10,92.0,93.0,59
2025-05-03 19:48:15,89.0,91.0,59
2025-05-03 19:48:21,93.0,91.0,59
2025-05-03 19:48:26,93.0,92.0,59
2025-05-03 19:48:31,93.0,93.0,59
2025-05-03 19:48:36,95.0,95.0,59
2025-05-03 19:48:42,92.0,92.0,59
2025-05-03 19:48:47,93.0,92.0,59
2025-05-03 19:48:52,92.0,93.0,59
2025-05-03 19:48:57,93.0,95.0,59
2025-05-03 19:49:03,93.0,93.0,60
2025-05-03 19:49:08,89.0,89.0,59
2025-05-03 19:49:13,91.0,92.0,60
2025-05-03 19:49:18,93.0,95.0,60
2025-05-03 19:49:24,93.0,93.0,60
2025-05-03 19:49:29,93.0,95.0,60
2025-05-03 19:49:34,93.0,92.0,60
2025-05-03 19:49:39,91.0,92.0,60
2025-05-03 19:49:45,93.0,93.0,60
2025-05-03 19:49:50,87.0,87.0,60
2025-05-03 19:49:55,92.0,91.0,60
2025-05-03 19:50:00,92.0,89.0,59
2025-05-03 19:50:06,93.0,95.0,59
2025-05-03 19:50:11,93.0,92.0,59
2025-05-03 19:50:16,92.0,93.0,59
2025-05-03 19:50:21,96.0,95.0,59
2025-05-03 19:50:27,86.0,87.0,59
2025-05-03 19:50:32,93.0,95.0,59
2025-05-03 19:50:37,93.0,95.0,59
2025-05-03 19:50:42,91.0,92.0,59
2025-05-03 19:50:48,92.0,91.0,59
2025-05-03 19:50:53,91.0,92.0,59
2025-05-03 19:50:58,93.0,92.0,59
2025-05-03 19:51:03,95.0,95.0,59
2025-05-03 19:51:09,89.0,89.0,59
2025-05-03 19:51:14,91.0,91.0,59
2025-05-03 19:51:19,91.0,91.0,59
2025-05-03 19:51:24,92.0,93.0,59
2025-05-03 19:51:30,91.0,91.0,59
2025-05-03 19:51:35,95.0,93.0,59
2025-05-03 19:51:40,93.0,95.0,59
2025-05-03 19:51:45,93.0,93.0,59
2025-05-03 19:51:51,92.0,92.0,59
2025-05-03 19:51:56,95.0,95.0,59
2025-05-03 19:52:01,91.0,91.0,58
2025-05-03 19:52:06,92.0,91.0,59
2025-05-03 19:52:12,92.0,92.0,59
2025-05-03 19:52:17,92.0,92.0,59
2025-05-03 19:52:22,91.0,91.0,59
2025-05-03 19:52:27,92.0,93.0,59
2025-05-03 19:52:33,92.0,93.0,59
2025-05-03 19:52:38,93.0,93.0,59
2025-05-03 19:52:43,93.0,92.0,59
2025-05-03 19:52:48,92.0,91.0,59
2025-05-03 19:52:54,91.0,92.0,59
